record_key,material,record,selected_N,selected_family,selected_model,FDTD_status,has_raw_experiment,has_fitting_grid,has_model_curve,n_raw_paths_in_record,n_fit_grid_paths_in_record,n_curve_paths_in_record,n_fallback_curve_files,fallback_curve_files
C_C_Ermolaev-SWCNT-e,C,Ermolaev-SWCNT-e,,,,,True,True,True,1,1,20,20,data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M1.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M1_A.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M1_B.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M2.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M2_A.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M2_B.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M3.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M3_A.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M3_B.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M4.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M4_A.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M4_B.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M5.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M5_A.json;data/model_curves/C_C_Ermolaev-SWCNT-e/CP_M5_B.json;data/model_curves/C_C_Ermolaev-SWCNT-e/RP_M1.json;data/model_curves/C_C_Ermolaev-SWCNT-e/RP_M2.json;data/model_curves/C_C_Ermolaev-SWCNT-e/RP_M3.json;data/model_curves/C_C_Ermolaev-SWCNT-e/RP_M4.json;data/model_curves/C_C_Ermolaev-SWCNT-e/RP_M5.json
C_C_Ermolaev-SWCNT-o,C,Ermolaev-SWCNT-o,,,,,True,True,True,1,1,20,20,data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M1.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M1_A.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M1_B.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M2.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M2_A.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M2_B.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M3.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M3_A.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M3_B.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M4.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M4_A.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M4_B.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M5.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M5_A.json;data/model_curves/C_C_Ermolaev-SWCNT-o/CP_M5_B.json;data/model_curves/C_C_Ermolaev-SWCNT-o/RP_M1.json;data/model_curves/C_C_Ermolaev-SWCNT-o/RP_M2.json;data/model_curves/C_C_Ermolaev-SWCNT-o/RP_M3.json;data/model_curves/C_C_Ermolaev-SWCNT-o/RP_M4.json;data/model_curves/C_C_Ermolaev-SWCNT-o/RP_M5.json
C_C_Ermolaev,C,Ermolaev,,,,,True,True,True,1,1,17,17,data/model_curves/C_C_Ermolaev/CP_M1.json;data/model_curves/C_C_Ermolaev/CP_M1_A.json;data/model_curves/C_C_Ermolaev/CP_M1_B.json;data/model_curves/C_C_Ermolaev/CP_M2.json;data/model_curves/C_C_Ermolaev/CP_M2_A.json;data/model_curves/C_C_Ermolaev/CP_M2_B.json;data/model_curves/C_C_Ermolaev/CP_M3.json;data/model_curves/C_C_Ermolaev/CP_M3_A.json;data/model_curves/C_C_Ermolaev/CP_M3_B.json;data/model_curves/C_C_Ermolaev/CP_M4.json;data/model_curves/C_C_Ermolaev/CP_M4_A.json;data/model_curves/C_C_Ermolaev/CP_M4_B.json;data/model_curves/C_C_Ermolaev/CP_M5.json;data/model_curves/C_C_Ermolaev/CP_M5_A.json;data/model_curves/C_C_Ermolaev/CP_M5_B.json;data/model_curves/C_C_Ermolaev/RP_M4.json;data/model_curves/C_C_Ermolaev/RP_M5.json
C_C_Hagemann,C,Hagemann,,,,,True,True,True,1,1,16,16,data/model_curves/C_C_Hagemann/CP_M1.json;data/model_curves/C_C_Hagemann/CP_M1_A.json;data/model_curves/C_C_Hagemann/CP_M1_B.json;data/model_curves/C_C_Hagemann/CP_M2.json;data/model_curves/C_C_Hagemann/CP_M2_A.json;data/model_curves/C_C_Hagemann/CP_M2_B.json;data/model_curves/C_C_Hagemann/CP_M3.json;data/model_curves/C_C_Hagemann/CP_M3_A.json;data/model_curves/C_C_Hagemann/CP_M3_B.json;data/model_curves/C_C_Hagemann/CP_M4.json;data/model_curves/C_C_Hagemann/CP_M4_A.json;data/model_curves/C_C_Hagemann/CP_M4_B.json;data/model_curves/C_C_Hagemann/CP_M5.json;data/model_curves/C_C_Hagemann/CP_M5_A.json;data/model_curves/C_C_Hagemann/CP_M5_B.json;data/model_curves/C_C_Hagemann/RP_M1.json
C_C_Larruquert,C,Larruquert,,,,,True,True,True,1,1,19,19,data/model_curves/C_C_Larruquert/CP_M1.json;data/model_curves/C_C_Larruquert/CP_M1_A.json;data/model_curves/C_C_Larruquert/CP_M1_B.json;data/model_curves/C_C_Larruquert/CP_M2.json;data/model_curves/C_C_Larruquert/CP_M2_A.json;data/model_curves/C_C_Larruquert/CP_M2_B.json;data/model_curves/C_C_Larruquert/CP_M3.json;data/model_curves/C_C_Larruquert/CP_M3_A.json;data/model_curves/C_C_Larruquert/CP_M3_B.json;data/model_curves/C_C_Larruquert/CP_M4.json;data/model_curves/C_C_Larruquert/CP_M4_A.json;data/model_curves/C_C_Larruquert/CP_M4_B.json;data/model_curves/C_C_Larruquert/CP_M5.json;data/model_curves/C_C_Larruquert/CP_M5_A.json;data/model_curves/C_C_Larruquert/CP_M5_B.json;data/model_curves/C_C_Larruquert/RP_M2.json;data/model_curves/C_C_Larruquert/RP_M3.json;data/model_curves/C_C_Larruquert/RP_M4.json;data/model_curves/C_C_Larruquert/RP_M5.json
C_C_Phillip,C,Phillip,,,,,True,True,True,1,1,16,16,data/model_curves/C_C_Phillip/CP_M1.json;data/model_curves/C_C_Phillip/CP_M1_A.json;data/model_curves/C_C_Phillip/CP_M1_B.json;data/model_curves/C_C_Phillip/CP_M2.json;data/model_curves/C_C_Phillip/CP_M2_A.json;data/model_curves/C_C_Phillip/CP_M2_B.json;data/model_curves/C_C_Phillip/CP_M3.json;data/model_curves/C_C_Phillip/CP_M3_A.json;data/model_curves/C_C_Phillip/CP_M3_B.json;data/model_curves/C_C_Phillip/CP_M4.json;data/model_curves/C_C_Phillip/CP_M4_A.json;data/model_curves/C_C_Phillip/CP_M4_B.json;data/model_curves/C_C_Phillip/CP_M5.json;data/model_curves/C_C_Phillip/CP_M5_A.json;data/model_curves/C_C_Phillip/CP_M5_B.json;data/model_curves/C_C_Phillip/RP_M1.json
C_C_Querry-Asbury3222,C,Querry-Asbury3222,,,,,True,True,True,1,1,17,17,data/model_curves/C_C_Querry-Asbury3222/CP_M1.json;data/model_curves/C_C_Querry-Asbury3222/CP_M1_A.json;data/model_curves/C_C_Querry-Asbury3222/CP_M1_B.json;data/model_curves/C_C_Querry-Asbury3222/CP_M2.json;data/model_curves/C_C_Querry-Asbury3222/CP_M2_A.json;data/model_curves/C_C_Querry-Asbury3222/CP_M2_B.json;data/model_curves/C_C_Querry-Asbury3222/CP_M3.json;data/model_curves/C_C_Querry-Asbury3222/CP_M3_A.json;data/model_curves/C_C_Querry-Asbury3222/CP_M3_B.json;data/model_curves/C_C_Querry-Asbury3222/CP_M4.json;data/model_curves/C_C_Querry-Asbury3222/CP_M4_A.json;data/model_curves/C_C_Querry-Asbury3222/CP_M4_B.json;data/model_curves/C_C_Querry-Asbury3222/CP_M5.json;data/model_curves/C_C_Querry-Asbury3222/CP_M5_A.json;data/model_curves/C_C_Querry-Asbury3222/CP_M5_B.json;data/model_curves/C_C_Querry-Asbury3222/RP_M2.json;data/model_curves/C_C_Querry-Asbury3222/RP_M3.json
C_C_Querry-AsburyMicro260,C,Querry-AsburyMicro260,,,,,True,True,True,1,1,14,14,data/model_curves/C_C_Querry-AsburyMicro260/CP_M1.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M1_A.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M1_B.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M2.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M2_A.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M2_B.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M3.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M3_A.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M3_B.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M4.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M4_A.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M4_B.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M5.json;data/model_curves/C_C_Querry-AsburyMicro260/CP_M5_B.json
C_C_Querry-Dixon1102,C,Querry-Dixon1102,,,,,True,True,True,1,1,17,17,data/model_curves/C_C_Querry-Dixon1102/CP_M1.json;data/model_curves/C_C_Querry-Dixon1102/CP_M1_A.json;data/model_curves/C_C_Querry-Dixon1102/CP_M1_B.json;data/model_curves/C_C_Querry-Dixon1102/CP_M2.json;data/model_curves/C_C_Querry-Dixon1102/CP_M2_A.json;data/model_curves/C_C_Querry-Dixon1102/CP_M3.json;data/model_curves/C_C_Querry-Dixon1102/CP_M3_A.json;data/model_curves/C_C_Querry-Dixon1102/CP_M3_B.json;data/model_curves/C_C_Querry-Dixon1102/CP_M4.json;data/model_curves/C_C_Querry-Dixon1102/CP_M4_A.json;data/model_curves/C_C_Querry-Dixon1102/CP_M4_B.json;data/model_curves/C_C_Querry-Dixon1102/CP_M5.json;data/model_curves/C_C_Querry-Dixon1102/CP_M5_A.json;data/model_curves/C_C_Querry-Dixon1102/CP_M5_B.json;data/model_curves/C_C_Querry-Dixon1102/RP_M3.json;data/model_curves/C_C_Querry-Dixon1102/RP_M4.json;data/model_curves/C_C_Querry-Dixon1102/RP_M5.json
C_C_Querry-Dixon200-10,C,Querry-Dixon200-10,,,,,True,True,True,1,1,16,16,data/model_curves/C_C_Querry-Dixon200-10/CP_M1.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M1_A.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M1_B.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M2.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M2_A.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M2_B.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M3.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M3_A.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M3_B.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M4.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M4_A.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M4_B.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M5.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M5_A.json;data/model_curves/C_C_Querry-Dixon200-10/CP_M5_B.json;data/model_curves/C_C_Querry-Dixon200-10/RP_M5.json
C_C_Querry-DixonHPN2,C,Querry-DixonHPN2,,,,,True,True,True,1,1,16,16,data/model_curves/C_C_Querry-DixonHPN2/CP_M1.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M1_A.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M1_B.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M2.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M2_A.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M2_B.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M3.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M3_A.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M3_B.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M4.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M4_A.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M4_B.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M5.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M5_A.json;data/model_curves/C_C_Querry-DixonHPN2/CP_M5_B.json;data/model_curves/C_C_Querry-DixonHPN2/RP_M3.json
C_C_Querry-DixonKS2,C,Querry-DixonKS2,,,,,True,True,False,1,1,0,0,
C_C_Querry-Pyrolytic,C,Querry-Pyrolytic,,,,,True,True,True,1,1,20,20,data/model_curves/C_C_Querry-Pyrolytic/CP_M1.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M1_A.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M1_B.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M2.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M2_A.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M2_B.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M3.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M3_A.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M3_B.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M4.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M4_A.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M4_B.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M5.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M5_A.json;data/model_curves/C_C_Querry-Pyrolytic/CP_M5_B.json;data/model_curves/C_C_Querry-Pyrolytic/RP_M1.json;data/model_curves/C_C_Querry-Pyrolytic/RP_M2.json;data/model_curves/C_C_Querry-Pyrolytic/RP_M3.json;data/model_curves/C_C_Querry-Pyrolytic/RP_M4.json;data/model_curves/C_C_Querry-Pyrolytic/RP_M5.json
C_C_Song-cHOPG-e,C,Song-cHOPG-e,,,,,True,True,False,1,1,0,0,
C_C_Song-cHOPG-o,C,Song-cHOPG-o,,,,,True,True,True,1,1,5,4,data/model_curves/C_C_Song-cHOPG-o/CP_M1.json;data/model_curves/C_C_Song-cHOPG-o/CP_M1_A.json;data/model_curves/C_C_Song-cHOPG-o/CP_M1_B.json;data/model_curves/C_C_Song-cHOPG-o/RP_M4.json
C_C_Song-sHOPG-e,C,Song-sHOPG-e,,,,,True,True,False,1,1,0,0,
C_C_Song-sHOPG-o,C,Song-sHOPG-o,,,,,True,True,True,1,1,7,7,data/model_curves/C_C_Song-sHOPG-o/CP_M1.json;data/model_curves/C_C_Song-sHOPG-o/CP_M1_A.json;data/model_curves/C_C_Song-sHOPG-o/CP_M1_B.json;data/model_curves/C_C_Song-sHOPG-o/CP_M2.json;data/model_curves/C_C_Song-sHOPG-o/CP_M2_A.json;data/model_curves/C_C_Song-sHOPG-o/CP_M2_B.json;data/model_curves/C_C_Song-sHOPG-o/RP_M2.json
C_C_Song,C,Song,,,,,True,True,False,1,1,0,0,
C_C_Taylor,C,Taylor,,,,,True,True,True,1,1,11,11,data/model_curves/C_C_Taylor/CP_M1.json;data/model_curves/C_C_Taylor/CP_M1_A.json;data/model_curves/C_C_Taylor/CP_M1_B.json;data/model_curves/C_C_Taylor/CP_M2.json;data/model_curves/C_C_Taylor/CP_M2_A.json;data/model_curves/C_C_Taylor/CP_M2_B.json;data/model_curves/C_C_Taylor/CP_M3.json;data/model_curves/C_C_Taylor/CP_M3_B.json;data/model_curves/C_C_Taylor/CP_M4.json;data/model_curves/C_C_Taylor/CP_M4_B.json;data/model_curves/C_C_Taylor/RP_M1.json
C_C_Tikuisis,C,Tikuisis,,,,,True,True,True,1,1,18,18,data/model_curves/C_C_Tikuisis/CP_M1.json;data/model_curves/C_C_Tikuisis/CP_M1_A.json;data/model_curves/C_C_Tikuisis/CP_M1_B.json;data/model_curves/C_C_Tikuisis/CP_M2.json;data/model_curves/C_C_Tikuisis/CP_M2_A.json;data/model_curves/C_C_Tikuisis/CP_M2_B.json;data/model_curves/C_C_Tikuisis/CP_M3.json;data/model_curves/C_C_Tikuisis/CP_M3_A.json;data/model_curves/C_C_Tikuisis/CP_M3_B.json;data/model_curves/C_C_Tikuisis/CP_M4.json;data/model_curves/C_C_Tikuisis/CP_M4_B.json;data/model_curves/C_C_Tikuisis/CP_M5.json;data/model_curves/C_C_Tikuisis/CP_M5_B.json;data/model_curves/C_C_Tikuisis/RP_M1.json;data/model_curves/C_C_Tikuisis/RP_M2.json;data/model_curves/C_C_Tikuisis/RP_M3.json;data/model_curves/C_C_Tikuisis/RP_M4.json;data/model_curves/C_C_Tikuisis/RP_M5.json
CdTe_CdTe_Adachi,CdTe,Adachi,,,,,True,True,True,1,1,13,13,data/model_curves/CdTe_CdTe_Adachi/CP_M1.json;data/model_curves/CdTe_CdTe_Adachi/CP_M1_B.json;data/model_curves/CdTe_CdTe_Adachi/CP_M2.json;data/model_curves/CdTe_CdTe_Adachi/CP_M2_A.json;data/model_curves/CdTe_CdTe_Adachi/CP_M2_B.json;data/model_curves/CdTe_CdTe_Adachi/CP_M3.json;data/model_curves/CdTe_CdTe_Adachi/CP_M3_A.json;data/model_curves/CdTe_CdTe_Adachi/CP_M3_B.json;data/model_curves/CdTe_CdTe_Adachi/CP_M5.json;data/model_curves/CdTe_CdTe_Adachi/CP_M5_A.json;data/model_curves/CdTe_CdTe_Adachi/CP_M5_B.json;data/model_curves/CdTe_CdTe_Adachi/RP_M3.json;data/model_curves/CdTe_CdTe_Adachi/RP_M5.json
Co_Co_Johnson,Co,Johnson,,,,,True,True,True,1,1,11,11,data/model_curves/Co_Co_Johnson/CP_M2.json;data/model_curves/Co_Co_Johnson/CP_M2_A.json;data/model_curves/Co_Co_Johnson/CP_M2_B.json;data/model_curves/Co_Co_Johnson/CP_M3.json;data/model_curves/Co_Co_Johnson/CP_M3_A.json;data/model_curves/Co_Co_Johnson/CP_M3_B.json;data/model_curves/Co_Co_Johnson/CP_M4.json;data/model_curves/Co_Co_Johnson/CP_M4_A.json;data/model_curves/Co_Co_Johnson/CP_M4_B.json;data/model_curves/Co_Co_Johnson/CP_M5.json;data/model_curves/Co_Co_Johnson/CP_M5_B.json
Co_Co_Werner-DFT,Co,Werner-DFT,,,,,True,True,True,1,1,9,9,data/model_curves/Co_Co_Werner-DFT/CP_M2.json;data/model_curves/Co_Co_Werner-DFT/CP_M2_B.json;data/model_curves/Co_Co_Werner-DFT/CP_M3.json;data/model_curves/Co_Co_Werner-DFT/CP_M3_B.json;data/model_curves/Co_Co_Werner-DFT/CP_M4.json;data/model_curves/Co_Co_Werner-DFT/CP_M4_B.json;data/model_curves/Co_Co_Werner-DFT/CP_M5.json;data/model_curves/Co_Co_Werner-DFT/CP_M5_A.json;data/model_curves/Co_Co_Werner-DFT/CP_M5_B.json
Co_Co_Werner,Co,Werner,,,,,True,True,True,1,1,14,14,data/model_curves/Co_Co_Werner/CP_M1.json;data/model_curves/Co_Co_Werner/CP_M1_A.json;data/model_curves/Co_Co_Werner/CP_M1_B.json;data/model_curves/Co_Co_Werner/CP_M2.json;data/model_curves/Co_Co_Werner/CP_M2_A.json;data/model_curves/Co_Co_Werner/CP_M2_B.json;data/model_curves/Co_Co_Werner/CP_M3.json;data/model_curves/Co_Co_Werner/CP_M3_B.json;data/model_curves/Co_Co_Werner/CP_M4.json;data/model_curves/Co_Co_Werner/CP_M4_A.json;data/model_curves/Co_Co_Werner/CP_M4_B.json;data/model_curves/Co_Co_Werner/CP_M5.json;data/model_curves/Co_Co_Werner/CP_M5_A.json;data/model_curves/Co_Co_Werner/CP_M5_B.json
Cr_Cr_Johnson,Cr,Johnson,,,,,True,True,True,1,1,8,8,data/model_curves/Cr_Cr_Johnson/CP_M2.json;data/model_curves/Cr_Cr_Johnson/CP_M2_B.json;data/model_curves/Cr_Cr_Johnson/CP_M3.json;data/model_curves/Cr_Cr_Johnson/CP_M3_B.json;data/model_curves/Cr_Cr_Johnson/CP_M4.json;data/model_curves/Cr_Cr_Johnson/CP_M4_B.json;data/model_curves/Cr_Cr_Johnson/CP_M5.json;data/model_curves/Cr_Cr_Johnson/CP_M5_B.json
Cr_Cr_Rakic-BB,Cr,Rakic-BB,,,,,True,True,False,1,1,0,0,
Cr_Cr_Rakic-LD,Cr,Rakic-LD,,,,,True,True,True,1,1,15,15,data/model_curves/Cr_Cr_Rakic-LD/CP_M2.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M2_A.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M2_B.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M3.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M3_A.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M3_B.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M4.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M4_A.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M4_B.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M5.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M5_A.json;data/model_curves/Cr_Cr_Rakic-LD/CP_M5_B.json;data/model_curves/Cr_Cr_Rakic-LD/RP_M3.json;data/model_curves/Cr_Cr_Rakic-LD/RP_M4.json;data/model_curves/Cr_Cr_Rakic-LD/RP_M5.json
Cr_Cr_Sytchkova,Cr,Sytchkova,,,,,True,True,True,1,1,12,12,data/model_curves/Cr_Cr_Sytchkova/CP_M2.json;data/model_curves/Cr_Cr_Sytchkova/CP_M2_B.json;data/model_curves/Cr_Cr_Sytchkova/CP_M3.json;data/model_curves/Cr_Cr_Sytchkova/CP_M3_B.json;data/model_curves/Cr_Cr_Sytchkova/CP_M4.json;data/model_curves/Cr_Cr_Sytchkova/CP_M4_A.json;data/model_curves/Cr_Cr_Sytchkova/CP_M4_B.json;data/model_curves/Cr_Cr_Sytchkova/CP_M5.json;data/model_curves/Cr_Cr_Sytchkova/CP_M5_A.json;data/model_curves/Cr_Cr_Sytchkova/CP_M5_B.json;data/model_curves/Cr_Cr_Sytchkova/RP_M4.json;data/model_curves/Cr_Cr_Sytchkova/RP_M5.json
Cu_Cu_Babar,Cu,Babar,,,,,True,True,True,1,1,16,16,data/model_curves/Cu_Cu_Babar/CP_M1.json;data/model_curves/Cu_Cu_Babar/CP_M1_A.json;data/model_curves/Cu_Cu_Babar/CP_M1_B.json;data/model_curves/Cu_Cu_Babar/CP_M2.json;data/model_curves/Cu_Cu_Babar/CP_M2_A.json;data/model_curves/Cu_Cu_Babar/CP_M2_B.json;data/model_curves/Cu_Cu_Babar/CP_M3.json;data/model_curves/Cu_Cu_Babar/CP_M3_A.json;data/model_curves/Cu_Cu_Babar/CP_M3_B.json;data/model_curves/Cu_Cu_Babar/CP_M4.json;data/model_curves/Cu_Cu_Babar/CP_M4_A.json;data/model_curves/Cu_Cu_Babar/CP_M4_B.json;data/model_curves/Cu_Cu_Babar/CP_M5.json;data/model_curves/Cu_Cu_Babar/CP_M5_A.json;data/model_curves/Cu_Cu_Babar/CP_M5_B.json;data/model_curves/Cu_Cu_Babar/RP_M2.json
Cu_Cu_Hagemann,Cu,Hagemann,,,,,True,True,False,1,1,0,0,
Cu_Cu_Johnson,Cu,Johnson,,,,,True,True,False,1,1,0,0,
Cu_Cu_McPeak,Cu,McPeak,,,,,True,True,False,1,1,0,0,
Cu_Cu_Querry,Cu,Querry,,,,,True,True,False,1,1,0,0,
Cu_Cu_Rakic-BB,Cu,Rakic-BB,,,,,True,True,True,1,1,9,9,data/model_curves/Cu_Cu_Rakic-BB/CP_M1.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M1_A.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M1_B.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M2.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M2_A.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M2_B.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M3.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M3_A.json;data/model_curves/Cu_Cu_Rakic-BB/CP_M3_B.json
Cu_Cu_Rakic-LD,Cu,Rakic-LD,,,,,True,True,False,1,1,0,0,
Cu_Cu_Werner-DFT,Cu,Werner-DFT,,,,,True,True,False,1,1,0,0,
Cu_Cu_Werner,Cu,Werner,,,,,True,True,False,1,1,0,0,
Fe2O3_Fe2O3_Querry-e,Fe2O3,Querry-e,,,,,True,True,False,1,1,0,0,
Fe2O3_Fe2O3_Querry-o,Fe2O3,Querry-o,,,,,True,True,True,1,1,14,14,data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M1.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M1_B.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M2.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M2_A.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M2_B.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M3.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M3_A.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M4.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M4_A.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M4_B.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M5.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M5_A.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/CP_M5_B.json;data/model_curves/Fe2O3_Fe2O3_Querry-o/RP_M4.json
Fe3O4_Fe3O4_Querry,Fe3O4,Querry,,,,,True,True,True,1,1,19,19,data/model_curves/Fe3O4_Fe3O4_Querry/CP_M1.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M1_A.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M1_B.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M2.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M2_A.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M2_B.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M3.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M3_A.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M3_B.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M4.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M4_A.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M4_B.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M5.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M5_A.json;data/model_curves/Fe3O4_Fe3O4_Querry/CP_M5_B.json;data/model_curves/Fe3O4_Fe3O4_Querry/RP_M1.json;data/model_curves/Fe3O4_Fe3O4_Querry/RP_M3.json;data/model_curves/Fe3O4_Fe3O4_Querry/RP_M4.json;data/model_curves/Fe3O4_Fe3O4_Querry/RP_M5.json
