record_key,material,book,page,recommended,N,family,public_family,public_model_code,internal_model_code,epsilon_rms,absolute_rms,G_rho,model_json,model_curve,selection_mode,reason
Ti_Ti_Palm,Ti,Ti,Palm,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0040745624447243,0.0351790494623834,1.0000002171329936,data/models/Ti_Ti_Palm/CP_M3_B.json,data/model_curves/Ti_Ti_Palm/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Ti_Ti_Rakic-BB,Ti,Ti,Rakic-BB,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0012858834766523,0.019231790993552,1.0000000000000009,data/models/Ti_Ti_Rakic-BB/CP_M3_B.json,data/model_curves/Ti_Ti_Rakic-BB/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Ti_Ti_Rakic-LD,Ti,Ti,Rakic-LD,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0007420427828987,0.0138432091044644,1.0000000000000002,data/models/Ti_Ti_Rakic-LD/CP_M3_B.json,data/model_curves/Ti_Ti_Rakic-LD/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Ti_Ti_Werner,Ti,Ti,Werner,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0035603155646133,0.1144074484954876,1.0000000000000002,data/models/Ti_Ti_Werner/CP_M5_B.json,data/model_curves/Ti_Ti_Werner/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
Ti_Ti_Werner-DFT,Ti,Ti,Werner-DFT,True,5.0,CP,CP,CP_M5,CP_M5_A,0.013041924988978,0.4662686920606956,1.0000000000000016,data/models/Ti_Ti_Werner-DFT/CP_M5_A.json,data/model_curves/Ti_Ti_Werner-DFT/CP_M5_A.json,lowest_RMS_no_primary_target,
VO2_VO2_Beaini-100C,VO2,VO2,Beaini-100C,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0177573295197224,0.0888283969439326,1.0000000000000018,data/models/VO2_VO2_Beaini-100C/CP_M5_B.json,data/model_curves/VO2_VO2_Beaini-100C/CP_M5_B.json,lowest_RMS_no_primary_target,
VO2_VO2_Beaini-25C,VO2,VO2,Beaini-25C,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0099091546356053,0.0980280114564522,1.0,data/models/VO2_VO2_Beaini-25C/CP_M5_A.json,data/model_curves/VO2_VO2_Beaini-25C/CP_M5_A.json,lowest_RMS_no_primary_target,
VO2_VO2_Oguntoye-20C,VO2,VO2,Oguntoye-20C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0044891614391881,0.0297098328673272,1.0000000000000009,data/models/VO2_VO2_Oguntoye-20C/CP_M3_B.json,data/model_curves/VO2_VO2_Oguntoye-20C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
VO2_VO2_Oguntoye-30C,VO2,VO2,Oguntoye-30C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.004328938748318,0.0285216867711423,1.0000000000000004,data/models/VO2_VO2_Oguntoye-30C/CP_M3_B.json,data/model_curves/VO2_VO2_Oguntoye-30C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
VO2_VO2_Oguntoye-40C,VO2,VO2,Oguntoye-40C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0040313932454,0.0263814088764217,1.0000000000000002,data/models/VO2_VO2_Oguntoye-40C/CP_M3_B.json,data/model_curves/VO2_VO2_Oguntoye-40C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
VO2_VO2_Oguntoye-50C,VO2,VO2,Oguntoye-50C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0038476430619049,0.0251175828092309,1.0000000000000004,data/models/VO2_VO2_Oguntoye-50C/CP_M3_B.json,data/model_curves/VO2_VO2_Oguntoye-50C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
VO2_VO2_Oguntoye-55C,VO2,VO2,Oguntoye-55C,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0033167817529634,0.0200135717124008,1.0000000000000009,data/models/VO2_VO2_Oguntoye-55C/CP_M4_B.json,data/model_curves/VO2_VO2_Oguntoye-55C/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
VO2_VO2_Oguntoye-60C,VO2,VO2,Oguntoye-60C,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.001367601557432,0.0067690088017745,1.0,data/models/VO2_VO2_Oguntoye-60C/CP_M4_B.json,data/model_curves/VO2_VO2_Oguntoye-60C/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
VO2_VO2_Oguntoye-70C,VO2,VO2,Oguntoye-70C,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0036781071329943,0.0218404503682786,1.0000000000000009,data/models/VO2_VO2_Oguntoye-70C/CP_M4_B.json,data/model_curves/VO2_VO2_Oguntoye-70C/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
VO2_VO2_Oguntoye-80C,VO2,VO2,Oguntoye-80C,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.003414094701876,0.0201737416650733,1.0,data/models/VO2_VO2_Oguntoye-80C/CP_M4_B.json,data/model_curves/VO2_VO2_Oguntoye-80C/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
V_V_Johnson,V,V,Johnson,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0565933387032008,1.1980746395940731,1.000000000000001,data/models/V_V_Johnson/CP_M5_B.json,data/model_curves/V_V_Johnson/CP_M5_B.json,lowest_RMS_no_primary_target,
V_V_Palm,V,V,Palm,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0040764972666642,0.0522624059142744,1.0000000000000018,data/models/V_V_Palm/CP_M2_B.json,data/model_curves/V_V_Palm/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
V_V_Werner,V,V,Werner,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0012734625397704,0.0488161026930672,1.0000000000000004,data/models/V_V_Werner/CP_M2_B.json,data/model_curves/V_V_Werner/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
V_V_Werner-DFT,V,V,Werner-DFT,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0175380098250227,0.3359468905903965,1.0000000000000004,data/models/V_V_Werner-DFT/CP_M5_B.json,data/model_curves/V_V_Werner-DFT/CP_M5_B.json,lowest_RMS_no_primary_target,
WO3_WO3_Kulikova,WO3,WO3,Kulikova,True,2.0,RP,RP,RP_M2,RP_M2,0.0042338698611753,0.0190306986889593,1.000000000000001,data/models/WO3_WO3_Kulikova/RP_M2.json,data/model_curves/WO3_WO3_Kulikova/RP_M2.json,smallest_N_meeting_primary_target_0.005,
WS2_WS2_Ermolaev,WS2,WS2,Ermolaev,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0081575024186326,0.1034536553543288,1.0000000000000004,data/models/WS2_WS2_Ermolaev/CP_M5_A.json,data/model_curves/WS2_WS2_Ermolaev/CP_M5_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Hsu-1L,WS2,WS2,Hsu-1L,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.2633143296924927,5.303591166272589,1.0,data/models/WS2_WS2_Hsu-1L/CP_M3_B.json,data/model_curves/WS2_WS2_Hsu-1L/CP_M3_B.json,lowest_RMS_no_primary_target,
WS2_WS2_Hsu-2L,WS2,WS2,Hsu-2L,True,3.0,CP,CP,CP_M3,CP_M3_A,0.240528928299828,7.4245527007936625,1.0000000000000018,data/models/WS2_WS2_Hsu-2L/CP_M3_A.json,data/model_curves/WS2_WS2_Hsu-2L/CP_M3_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Hsu-3L,WS2,WS2,Hsu-3L,True,2.0,CP,CP,CP_M2,CP_M2_A,0.1774205458986767,3.315055479136708,1.0000000000000009,data/models/WS2_WS2_Hsu-3L/CP_M2_A.json,data/model_curves/WS2_WS2_Hsu-3L/CP_M2_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Jung,WS2,WS2,Jung,True,5.0,CP,CP,CP_M5,CP_M5_A,0.008606537699653,0.1740913485494763,1.0000000000000004,data/models/WS2_WS2_Jung/CP_M5_A.json,data/model_curves/WS2_WS2_Jung/CP_M5_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Munkhbat-e,WS2,WS2,Munkhbat-e,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0080256969296928,0.0653736108541797,1.0000000000000002,data/models/WS2_WS2_Munkhbat-e/CP_M1_A.json,data/model_curves/WS2_WS2_Munkhbat-e/CP_M1_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Munkhbat-o,WS2,WS2,Munkhbat-o,True,4.0,CP,CP,CP_M4,CP_M4_A,0.1033467115113946,2.3156246636682662,1.0000000000000009,data/models/WS2_WS2_Munkhbat-o/CP_M4_A.json,data/model_curves/WS2_WS2_Munkhbat-o/CP_M4_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Vyshnevyy-e,WS2,WS2,Vyshnevyy-e,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0073326438611493,0.0717884762321993,1.000000000004913,data/models/WS2_WS2_Vyshnevyy-e/CP_M1_A.json,data/model_curves/WS2_WS2_Vyshnevyy-e/CP_M1_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Vyshnevyy-o,WS2,WS2,Vyshnevyy-o,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0187389332043507,0.4958900727820278,1.0000000000000024,data/models/WS2_WS2_Vyshnevyy-o/CP_M5_A.json,data/model_curves/WS2_WS2_Vyshnevyy-o/CP_M5_A.json,lowest_RMS_no_primary_target,
WS2_WS2_Zotev-e,WS2,WS2,Zotev-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.000122068568253,0.0009989004542087,1.0,data/models/WS2_WS2_Zotev-e/CP_M1_B.json,data/model_curves/WS2_WS2_Zotev-e/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
WS2_WS2_Zotev-o,WS2,WS2,Zotev-o,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0045105788058415,0.067239031639351,1.0000008286634876,data/models/WS2_WS2_Zotev-o/CP_M5_B.json,data/model_curves/WS2_WS2_Zotev-o/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
WSe2_WSe2_Ermolaev,WSe2,WSe2,Ermolaev,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0103209341913846,0.1729921403264143,1.0000000000000144,data/models/WSe2_WSe2_Ermolaev/CP_M5_B.json,data/model_curves/WSe2_WSe2_Ermolaev/CP_M5_B.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Gu-1L,WSe2,WSe2,Gu-1L,True,3.0,RP,RP,RP_M3,RP_M3,0.1435904701701881,2.9586152303745714,1.0000000000000016,data/models/WSe2_WSe2_Gu-1L/RP_M3.json,data/model_curves/WSe2_WSe2_Gu-1L/RP_M3.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Gu-2L,WSe2,WSe2,Gu-2L,True,5.0,RP,RP,RP_M5,RP_M5,0.0337811901340589,0.5790407166531476,1.0000000000000009,data/models/WSe2_WSe2_Gu-2L/RP_M5.json,data/model_curves/WSe2_WSe2_Gu-2L/RP_M5.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Gu-3L,WSe2,WSe2,Gu-3L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0993759548736558,1.9783072478353256,1.000000000000001,data/models/WSe2_WSe2_Gu-3L/CP_M5_B.json,data/model_curves/WSe2_WSe2_Gu-3L/CP_M5_B.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Gu-4L,WSe2,WSe2,Gu-4L,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.1289896261999203,2.696475750555096,1.0000000000000004,data/models/WSe2_WSe2_Gu-4L/CP_M3_B.json,data/model_curves/WSe2_WSe2_Gu-4L/CP_M3_B.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Gu-5L,WSe2,WSe2,Gu-5L,True,3.0,RP,RP,RP_M3,RP_M3,0.0792296421584141,1.876256644875116,1.0,data/models/WSe2_WSe2_Gu-5L/RP_M3.json,data/model_curves/WSe2_WSe2_Gu-5L/RP_M3.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Hsu-1L,WSe2,WSe2,Hsu-1L,True,5.0,CP,CP,CP_M5,CP_M5_A,0.1822897666103506,3.857321606056629,1.0000000000000004,data/models/WSe2_WSe2_Hsu-1L/CP_M5_A.json,data/model_curves/WSe2_WSe2_Hsu-1L/CP_M5_A.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Hsu-2L,WSe2,WSe2,Hsu-2L,True,5.0,CP,CP,CP_M5,CP_M5_A,0.1973722501586413,4.481625895835032,1.0000000000000004,data/models/WSe2_WSe2_Hsu-2L/CP_M5_A.json,data/model_curves/WSe2_WSe2_Hsu-2L/CP_M5_A.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Hsu-3L,WSe2,WSe2,Hsu-3L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.1510997719709938,4.10700517045546,1.0000000000000002,data/models/WSe2_WSe2_Hsu-3L/CP_M5_B.json,data/model_curves/WSe2_WSe2_Hsu-3L/CP_M5_B.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Jung,WSe2,WSe2,Jung,True,5.0,RP,RP,RP_M5,RP_M5,0.0155424457614501,0.2727969550520142,1.0,data/models/WSe2_WSe2_Jung/RP_M5.json,data/model_curves/WSe2_WSe2_Jung/RP_M5.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Munkhbat-e,WSe2,WSe2,Munkhbat-e,False,,,,,,,,,,,,no_fdtd_ready_exported_model
WSe2_WSe2_Munkhbat-o,WSe2,WSe2,Munkhbat-o,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0212623447539328,0.4786510222932542,1.000000000000001,data/models/WSe2_WSe2_Munkhbat-o/CP_M5_A.json,data/model_curves/WSe2_WSe2_Munkhbat-o/CP_M5_A.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Ushkov-e,WSe2,WSe2,Ushkov-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0113084941856409,0.0950725180575715,1.000000000002209,data/models/WSe2_WSe2_Ushkov-e/CP_M1_B.json,data/model_curves/WSe2_WSe2_Ushkov-e/CP_M1_B.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Ushkov-o,WSe2,WSe2,Ushkov-o,True,4.0,CP,CP,CP_M4,CP_M4_A,0.1068384133955885,2.324392262145368,1.0000000000000009,data/models/WSe2_WSe2_Ushkov-o/CP_M4_A.json,data/model_curves/WSe2_WSe2_Ushkov-o/CP_M4_A.json,lowest_RMS_no_primary_target,
WSe2_WSe2_Zotev-e,WSe2,WSe2,Zotev-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,4.016222030465436e-05,0.0003543385507195,1.0000000000000009,data/models/WSe2_WSe2_Zotev-e/CP_M1_B.json,data/model_curves/WSe2_WSe2_Zotev-e/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
WSe2_WSe2_Zotev-o,WSe2,WSe2,Zotev-o,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0014702881541941,0.0330205546808209,1.0000000000000009,data/models/WSe2_WSe2_Zotev-o/CP_M5_B.json,data/model_curves/WSe2_WSe2_Zotev-o/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
W_W_Rakic-BB,W,W,Rakic-BB,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0560118575426215,1.0927198341529374,1.0,data/models/W_W_Rakic-BB/CP_M2_B.json,data/model_curves/W_W_Rakic-BB/CP_M2_B.json,lowest_RMS_no_primary_target,
W_W_Rakic-LD,W,W,Rakic-LD,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.023122557904248,0.4419643250092707,1.0000000000000004,data/models/W_W_Rakic-LD/CP_M4_B.json,data/model_curves/W_W_Rakic-LD/CP_M4_B.json,lowest_RMS_no_primary_target,
W_W_Weaver,W,W,Weaver,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0254316922807267,0.484415543574596,1.000000000000001,data/models/W_W_Weaver/CP_M5_B.json,data/model_curves/W_W_Weaver/CP_M5_B.json,lowest_RMS_no_primary_target,
W_W_Werner,W,W,Werner,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0133810478002988,0.7857313110973803,1.0000000000000022,data/models/W_W_Werner/CP_M5_B.json,data/model_curves/W_W_Werner/CP_M5_B.json,lowest_RMS_no_primary_target,
W_W_Werner-DFT,W,W,Werner-DFT,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0074858534822095,0.1733766752810253,1.000000000000001,data/models/W_W_Werner-DFT/CP_M5_B.json,data/model_curves/W_W_Werner-DFT/CP_M5_B.json,lowest_RMS_no_primary_target,
ZnO_ZnO_Aguilar,ZnO,ZnO,Aguilar,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0021935150990255,0.0074513827473265,1.0,data/models/ZnO_ZnO_Aguilar/CP_M2_B.json,data/model_curves/ZnO_ZnO_Aguilar/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
ZnO_ZnO_Querry,ZnO,ZnO,Querry,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0432963421380817,0.1068468340200603,1.0000000000000002,data/models/ZnO_ZnO_Querry/CP_M3_B.json,data/model_curves/ZnO_ZnO_Querry/CP_M3_B.json,lowest_RMS_no_primary_target,
ZnO_ZnO_Stelling,ZnO,ZnO,Stelling,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0053823746331798,0.0139914264756686,1.0,data/models/ZnO_ZnO_Stelling/CP_M5_B.json,data/model_curves/ZnO_ZnO_Stelling/CP_M5_B.json,lowest_RMS_no_primary_target,
ZnS_ZnS_Ozaki,ZnS,ZnS,Ozaki,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0017399840671075,0.0120845969454916,1.0,data/models/ZnS_ZnS_Ozaki/CP_M4_B.json,data/model_curves/ZnS_ZnS_Ozaki/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
ZnS_ZnS_Querry,ZnS,ZnS,Querry,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.001327640674529,0.0095257229207228,1.0000000000000029,data/models/ZnS_ZnS_Querry/CP_M5_B.json,data/model_curves/ZnS_ZnS_Querry/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
ZnSe_ZnSe_Adachi,ZnSe,ZnSe,Adachi,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0021592457894909,0.017773571336247,1.0000000000000018,data/models/ZnSe_ZnSe_Adachi/CP_M5_B.json,data/model_curves/ZnSe_ZnSe_Adachi/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
ZnSe_ZnSe_Querry,ZnSe,ZnSe,Querry,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0028511887711356,0.0175283392648139,1.0000000002574956,data/models/ZnSe_ZnSe_Querry/CP_M1_B.json,data/model_curves/ZnSe_ZnSe_Querry/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
ZrO2_ZrO2_Synowicki,ZrO2,ZrO2,Synowicki,True,1.0,SCP,CP,CP_M1,CP_M1_B,6.830730960625954e-05,0.0003395926979035,1.0000000000000009,data/models/ZrO2_ZrO2_Synowicki/CP_M1_B.json,data/model_curves/ZrO2_ZrO2_Synowicki/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
